PeakID	Uns	CpG	pIC	all3	PU.1_0hr	PU.1_CpG	PU.1_pIC	Rela_0hr	Rela_CpG	RelB_CpG	p300_0hr	p300_CpG	p300_pIC	cREL_0hr	cREL_CpG	cREL_pIC	IRF3_0hr	IRF3_CpG	IRF3_pIC	IRF5_0hr	IRF5_CpG	IRF5_pIC
peak27537	5.77	9.79	13.30	20.77	9.92	10.02	9.17	1.84	2.05	10.37	2.83	1.97	4.44	0.58	1.53	2.95	0.00	0.00	2.55	1.85	1.70	1.14
peak10829	6.35	3.46	1.41	10.53	2.87	4.01	3.06	0.46	2.05	6.22	3.09	1.97	4.44	1.73	8.67	5.30	3.55	10.60	5.10	4.52	11.29	9.12
peak12806	6.06	1.15	1.70	7.40	5.48	9.51	7.52	1.38	3.08	2.07	1.03	3.45	3.95	0.00	2.55	4.71	3.55	6.06	20.41	2.46	3.25	5.56
peak23674	58.32	68.27	54.89	64.30	81.69	66.35	77.80	3.23	10.76	23.16	15.72	31.08	22.69	2.30	23.47	16.50	83.42	81.02	194.78	3.70	30.76	28.50
peak17690	0.87	3.74	0.57	7.68	2.61	3.00	0.94	1.84	0.00	2.42	1.03	0.49	0.49	4.03	0.51	0.00	0.00	4.54	0.00	1.03	1.24	1.00
peak28788	18.48	8.93	10.47	4.27	18.79	20.53	20.45	1.84	2.56	4.15	5.93	3.95	1.97	1.15	4.08	4.13	23.07	24.99	26.37	3.70	7.58	8.69
peak27922	12.13	6.05	13.58	5.12	29.49	26.54	25.85	0.46	5.13	3.80	5.15	7.89	3.95	1.15	25.00	19.45	13.31	22.72	25.52	12.74	24.12	32.49
peak14634	2.31	3.74	3.68	6.26	2.61	2.75	1.88	1.38	0.00	0.00	1.29	1.97	1.97	2.88	2.04	1.18	0.00	0.00	0.00	0.82	0.93	0.57
peak20952	2.02	4.03	1.98	0.28	5.22	5.01	1.41	0.00	2.56	0.00	0.26	1.48	1.48	0.00	2.04	0.00	6.21	6.06	5.10	1.44	3.71	2.42
peak15832	13.28	8.64	11.32	7.40	17.23	14.77	9.87	1.84	2.56	2.77	3.87	6.41	0.99	0.58	11.22	3.54	15.97	16.66	22.97	2.88	12.06	10.83
peak4882	4.33	5.76	1.98	6.54	0.26	0.75	1.65	0.92	2.05	3.11	1.03	0.49	0.49	0.00	2.55	0.59	0.89	3.03	0.00	0.82	0.93	1.57
peak8659	0.87	9.22	6.22	18.49	2.09	6.76	2.12	0.00	31.78	69.82	1.55	7.89	1.48	0.58	13.26	7.07	0.00	0.00	3.40	1.23	7.27	4.70
peak3890	4.91	2.02	1.13	7.40	0.78	1.00	1.65	1.38	1.03	0.00	0.77	0.99	1.48	0.00	0.00	0.00	4.44	4.54	1.70	4.31	2.63	3.28
peak28561	7.22	4.61	14.15	9.11	3.65	5.76	6.35	0.00	3.59	4.15	2.83	4.44	1.97	3.45	3.06	1.18	1.77	3.03	12.76	4.72	7.58	8.27
peak23940	1.73	2.02	12.45	3.41	4.96	3.26	11.75	0.92	9.23	7.60	1.03	1.97	8.39	0.58	3.57	10.02	1.77	3.03	9.36	1.44	2.94	8.55
peak16948	12.13	7.20	16.98	13.66	22.18	22.54	18.57	0.00	4.10	5.53	3.61	5.43	5.92	4.03	16.83	12.97	22.19	36.35	56.14	4.11	10.36	11.69
peak15064	23.38	13.25	17.26	9.11	29.23	23.29	23.74	0.00	3.59	5.18	3.61	6.41	4.93	2.30	6.12	6.48	18.64	21.20	32.32	6.98	14.38	17.81
peak13656	21.07	8.93	9.05	6.83	29.49	27.29	34.79	0.92	12.81	3.46	6.18	10.36	6.41	3.45	16.32	14.73	11.54	22.72	73.15	3.70	22.88	21.81
peak3310	2.31	37.16	26.03	42.68	2.61	11.52	13.63	0.92	53.30	47.70	0.77	23.19	8.88	1.73	84.68	69.55	7.99	20.45	45.08	3.70	44.99	36.63
peak23455	11.55	4.32	9.34	3.13	18.01	23.04	28.44	1.38	5.13	0.69	5.67	8.88	12.33	1.73	9.69	12.97	12.42	12.87	63.79	2.05	11.59	16.39
peak13712	22.81	10.66	19.24	8.25	14.88	10.77	14.10	1.38	4.61	0.00	1.55	1.48	2.47	0.58	3.06	3.54	23.96	15.90	26.37	2.88	4.48	4.85
peak7434	11.55	12.10	34.23	14.23	19.05	15.02	24.21	1.84	3.08	1.04	2.06	1.97	2.47	1.15	5.10	4.13	20.41	7.57	21.26	2.26	7.27	9.12
peak12692	22.23	9.79	16.98	7.11	59.25	48.83	49.12	3.23	3.59	1.38	7.99	4.93	4.93	2.30	8.67	10.61	32.84	36.35	49.33	9.65	16.39	18.38
peak19451	29.74	21.03	14.71	17.64	47.76	43.82	45.13	1.84	6.15	5.88	5.41	3.45	3.95	0.58	7.65	5.30	84.31	131.00	124.18	9.86	19.32	14.11
peak3609	18.48	27.37	33.38	29.02	25.84	37.31	29.38	3.23	13.33	59.80	6.44	25.65	9.87	2.30	49.48	27.70	34.61	21.20	58.69	7.81	62.77	46.75
peak13946	67.55	57.90	40.46	52.92	46.46	37.81	38.31	3.69	7.69	15.55	14.95	11.35	15.29	5.18	26.53	15.32	50.59	78.00	106.32	5.75	30.30	30.21
peak24245	23.10	7.78	12.73	9.96	74.64	57.34	70.51	1.84	5.13	6.57	9.53	9.87	31.57	2.30	7.65	10.02	29.29	18.93	326.62	7.39	19.32	37.05
peak20762	17.61	59.34	55.45	70.56	8.61	17.03	12.22	3.69	25.11	41.48	3.35	18.25	15.78	1.73	21.94	18.27	23.07	22.72	36.57	6.37	28.75	27.79
peak27746	3.75	44.07	6.22	37.84	2.61	7.76	6.58	1.38	15.38	28.69	2.83	3.45	1.97	1.15	13.26	10.02	5.32	2.27	7.66	0.82	8.66	7.98
peak26186	8.08	6.63	6.51	3.41	4.96	4.26	4.70	1.84	0.00	1.38	2.32	0.49	0.49	0.00	0.00	1.18	0.00	0.00	0.00	1.85	1.24	0.29
peak20106	11.55	4.03	9.34	4.55	17.23	15.77	11.75	0.92	0.00	1.38	1.55	2.47	1.97	0.00	3.06	2.36	8.87	9.09	11.06	4.72	4.33	3.85
peak29316	3.75	2.30	1.13	7.68	2.87	0.25	2.82	1.38	1.03	1.04	1.55	0.49	0.49	0.58	2.04	0.00	0.00	0.76	0.85	1.64	2.01	1.43
peak15015	8.37	8.64	9.90	11.10	0.52	1.75	0.71	1.84	4.61	3.46	1.03	0.49	1.48	1.15	3.06	7.66	20.41	9.84	32.32	4.52	5.10	6.70
peak18428	7.22	4.32	7.92	6.54	4.44	4.76	3.06	1.38	2.05	1.73	2.32	2.96	0.49	1.15	4.08	3.54	2.66	2.27	13.61	2.67	5.10	7.70
peak7906	31.76	26.50	15.56	20.49	30.54	21.03	19.51	0.92	5.13	26.27	6.18	11.84	7.89	1.73	10.20	6.48	4.44	5.30	9.36	2.05	16.54	11.26
peak27982	1.73	1.73	6.51	3.41	1.30	1.00	2.12	0.00	1.03	0.69	1.55	0.99	0.99	1.15	1.02	1.77	1.77	3.03	1.70	3.29	1.55	1.71
peak6821	0.58	0.86	4.53	1.14	1.04	1.50	0.24	0.00	1.03	1.38	0.52	2.47	0.00	0.00	0.00	1.18	1.77	0.00	0.00	0.62	0.93	0.86
peak22398	1.44	5.76	14.15	9.11	2.61	4.01	6.82	0.92	16.91	23.50	1.55	3.95	8.39	0.00	9.18	10.61	1.77	0.76	17.01	2.46	6.18	12.40
peak21466	22.52	25.64	15.28	27.03	21.14	19.78	13.63	1.84	8.20	6.91	7.22	6.41	4.44	3.45	6.63	2.95	7.10	11.36	18.71	5.55	15.00	11.12
peak11885	5.49	5.18	1.98	9.11	6.52	6.51	7.52	0.92	4.10	5.53	3.35	0.99	0.49	0.58	1.53	2.36	1.77	5.30	0.85	2.46	3.40	4.85
peak7513	16.17	13.54	14.43	21.06	14.88	11.02	13.40	1.38	0.00	1.04	2.83	2.47	1.48	1.15	5.61	2.95	2.66	3.03	11.06	3.70	4.95	5.56
peak4296	1.44	8.35	2.55	7.97	0.78	0.00	0.94	0.92	1.54	2.77	2.06	1.48	0.49	0.58	1.53	0.59	0.00	3.03	0.85	0.41	1.24	1.14
peak24926	4.91	5.18	9.05	0.28	11.22	14.02	6.35	0.00	2.05	0.00	1.29	2.47	2.96	1.15	7.65	7.66	0.89	9.84	21.26	0.62	15.46	8.98
peak23327	0.87	5.18	5.09	4.55	5.48	7.76	10.11	0.92	1.03	0.69	0.52	1.48	0.99	0.00	2.55	0.59	0.00	2.27	0.85	0.82	2.01	2.57
peak12822	17.90	5.18	3.40	3.70	28.19	20.53	17.16	0.46	1.03	2.77	7.22	9.87	2.47	0.00	1.53	1.18	3.55	6.06	8.51	5.34	4.33	6.27
peak9084	24.83	7.78	5.94	6.83	25.84	18.03	11.75	2.31	3.59	6.91	12.88	10.85	1.97	2.88	9.18	4.13	118.92	104.50	136.94	6.16	33.08	31.92
peak28427	36.38	12.10	11.88	11.95	27.93	21.53	17.86	1.84	5.64	1.38	6.70	4.93	8.88	0.58	6.12	5.89	18.64	10.60	42.53	5.14	13.91	13.11
peak15025	1.44	8.07	2.55	8.54	1.04	0.25	0.94	0.00	0.00	1.38	0.52	0.49	1.97	1.73	7.14	4.13	6.21	9.84	24.67	2.26	2.63	4.13
peak10376	23.38	12.39	13.58	8.25	65.25	51.33	47.71	0.00	16.40	6.22	9.79	13.81	11.34	1.73	20.40	11.20	68.34	47.71	87.61	4.31	17.62	16.10
peak11471	5.77	7.49	11.88	3.98	6.00	7.01	6.35	0.46	4.61	6.91	2.32	2.47	0.99	2.30	0.51	1.18	0.89	0.76	1.70	0.82	2.94	2.28
peak21837	5.49	5.18	8.49	4.27	8.09	10.27	10.58	3.23	2.56	2.07	2.58	1.48	3.45	0.58	2.04	2.36	2.66	15.90	16.16	0.62	2.47	2.85
peak23275	56.58	61.93	60.83	54.63	114.58	100.66	103.65	2.77	32.29	23.16	15.98	35.52	31.57	6.33	147.94	156.77	42.60	59.06	167.56	18.28	70.96	80.38
peak29571	23.38	13.83	11.32	21.62	42.02	28.54	28.44	0.00	3.59	1.73	5.67	4.44	1.97	0.00	0.51	1.18	3.55	5.30	0.00	2.26	2.16	1.57
peak11660	9.82	35.43	14.43	47.52	2.87	6.76	6.11	2.77	19.48	19.01	1.55	10.85	3.45	0.00	17.34	8.25	1.77	8.33	5.95	10.48	20.25	7.27
peak28955	5.20	18.72	8.49	18.49	2.61	1.75	1.88	0.92	1.54	2.42	2.58	0.99	2.96	0.58	0.51	0.00	3.55	0.76	2.55	1.44	2.16	2.57
peak26929	1.73	5.18	9.62	8.54	3.13	3.51	4.94	0.00	12.30	9.68	1.80	3.95	1.97	2.88	12.75	14.14	4.44	3.03	32.32	1.23	18.09	20.95
peak22736	29.16	40.62	23.77	49.22	87.96	68.61	71.45	0.00	6.66	10.72	15.72	13.32	11.34	0.58	29.08	18.27	26.62	21.96	46.78	11.71	20.56	20.81
peak18902	6.93	6.05	13.01	9.39	10.18	17.03	16.45	0.92	28.19	22.12	3.09	14.31	13.81	2.88	55.09	21.22	14.20	9.84	43.38	1.85	52.56	34.77
peak18026	1.15	7.49	2.55	14.80	2.09	2.75	1.65	0.00	0.00	7.26	1.29	0.99	0.99	1.73	3.06	0.59	0.00	4.54	4.25	0.82	1.70	1.43
peak9165	12.70	5.76	9.62	7.11	1.30	1.25	0.94	0.92	0.00	1.73	0.52	2.47	0.99	0.00	0.00	1.77	1.77	0.00	2.55	7.60	4.02	3.42
peak18287	17.32	41.48	11.03	55.77	6.79	10.27	4.47	0.46	27.68	20.39	3.61	4.93	4.44	0.58	15.30	2.95	8.87	30.29	49.33	1.64	27.67	9.41
peak12896	74.48	92.75	95.34	82.51	68.90	65.60	58.76	3.23	13.33	16.94	22.42	36.50	26.64	2.88	56.62	45.38	36.39	44.68	175.22	19.10	78.22	83.09
peak14853	21.36	25.06	18.11	13.94	1.30	2.00	2.35	0.00	3.59	0.00	1.55	1.48	1.48	2.30	2.55	4.13	4.44	0.00	1.70	18.08	6.03	7.84
peak15679	12.99	30.53	21.78	46.66	20.10	26.04	24.44	3.23	7.69	13.48	3.61	10.85	4.93	0.00	15.30	12.97	43.49	40.13	47.63	12.53	26.59	23.94
peak9923	6.64	8.07	7.07	6.54	9.13	14.02	9.17	3.23	7.69	10.72	3.87	7.89	5.92	1.73	5.61	4.13	3.55	6.06	9.36	1.23	5.41	6.27
peak20407	2.31	0.86	6.22	0.85	7.57	7.01	7.29	0.00	1.03	0.00	1.03	1.48	0.99	1.73	1.02	2.95	2.66	0.00	0.85	0.41	1.86	1.43
peak18857	1.73	8.07	2.83	14.51	1.57	2.50	3.06	0.92	0.00	2.77	1.80	0.49	0.99	0.00	0.51	1.18	3.55	3.03	3.40	0.62	1.39	0.71
peak11516	0.00	0.86	3.96	7.40	1.30	1.50	0.47	0.00	1.03	8.99	0.52	1.48	0.49	0.58	3.57	1.18	0.00	0.00	0.85	0.82	1.24	1.28
peak12653	13.28	8.35	22.07	7.97	25.84	23.54	28.21	0.92	0.00	0.00	2.06	3.45	2.96	0.00	1.53	0.59	3.55	10.60	19.56	1.64	4.64	3.71
peak30236	6.93	4.32	4.53	3.41	34.71	24.54	23.74	0.00	8.71	6.22	7.73	6.41	2.47	0.00	7.65	5.30	24.85	48.46	32.32	5.75	13.60	10.83
peak16529	6.64	10.95	9.34	17.07	5.48	5.01	8.46	2.77	4.10	2.77	0.77	5.92	4.93	1.73	5.61	4.71	0.89	5.30	10.21	1.85	5.41	8.12
peak27203	3.46	13.83	12.73	29.88	1.30	6.01	4.00	1.84	16.40	24.89	1.29	16.77	10.36	2.30	20.40	13.56	7.10	16.66	55.29	5.14	216.12	164.32
peak7994	12.41	8.64	7.36	12.52	0.26	0.25	0.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.89	0.76	0.85	1.85	0.15	0.14
peak9601	32.91	30.53	22.07	34.71	83.00	68.36	61.58	2.31	7.18	4.15	12.63	12.33	7.40	1.73	13.77	4.13	25.74	37.86	54.44	8.42	19.48	17.24
peak4186	4.62	3.17	8.20	4.84	5.74	3.26	2.59	0.92	1.03	1.38	2.06	1.97	0.99	1.15	1.02	0.00	0.89	0.76	0.00	0.82	1.24	0.43
peak24954	22.81	17.28	15.56	15.65	13.83	13.27	12.69	0.00	2.05	0.00	3.09	2.47	0.99	0.00	0.51	0.00	1.77	3.03	0.00	4.11	3.09	3.71
peak27068	61.20	33.41	55.45	30.73	27.93	30.30	26.80	0.46	6.66	12.79	13.14	18.25	12.82	5.75	15.30	24.75	71.00	59.82	85.06	9.04	44.99	38.62
peak24125	1.15	4.61	3.68	10.53	1.04	2.50	2.12	0.00	1.54	9.68	1.29	1.97	1.48	0.00	1.02	1.18	0.00	1.51	0.00	0.62	0.93	1.00
peak11033	5.20	14.98	15.28	17.07	6.79	8.76	6.11	2.77	3.08	4.84	4.38	5.43	2.96	1.15	9.18	8.84	2.66	6.06	20.41	6.98	20.10	20.95
peak340	0.29	6.34	0.85	3.13	1.04	2.00	0.47	0.00	0.00	3.80	0.52	0.99	1.48	0.00	1.02	1.77	2.66	3.03	0.00	0.62	0.93	1.28
peak18694	71.60	32.55	41.59	28.74	48.28	44.57	43.01	1.84	11.79	22.12	16.24	27.13	13.32	3.45	15.81	11.79	44.37	50.73	90.16	12.53	45.61	42.04
peak16354	3.46	19.30	6.79	23.33	5.48	4.76	5.41	0.92	1.54	1.38	1.29	3.45	1.97	2.30	22.96	19.45	8.87	18.17	34.02	3.49	26.13	18.95
peak3339	17.90	15.27	13.01	22.19	39.93	26.29	38.31	4.15	6.15	20.39	7.22	5.43	10.85	1.15	15.30	10.61	32.84	48.46	39.13	10.89	8.50	9.69
peak28931	2.31	15.84	1.70	22.19	1.83	1.50	2.35	0.46	3.08	0.00	0.52	2.47	0.49	1.73	0.00	0.59	0.89	0.76	0.85	0.62	1.70	1.00
peak9866	0.58	2.30	7.36	3.41	0.78	2.25	2.12	1.84	1.03	6.91	0.26	0.99	1.48	1.73	6.63	8.25	1.77	0.76	10.21	1.23	2.78	3.71
peak7974	50.23	23.33	20.94	11.95	45.15	29.80	25.85	1.84	2.05	6.22	10.57	10.36	5.43	2.88	7.65	4.13	28.40	12.12	34.87	3.08	15.92	15.11
peak20616	2.02	10.66	19.52	26.18	4.44	10.27	13.16	0.46	8.71	13.48	1.03	14.80	13.32	0.58	9.18	11.20	1.77	4.54	11.06	0.82	5.10	7.84
peak5749	24.54	14.69	26.88	22.19	1.83	3.00	2.82	1.38	1.54	2.07	1.03	0.99	0.99	0.00	1.53	0.59	0.89	0.00	0.85	3.08	2.78	3.28
peak20547	6.64	4.32	10.47	6.54	1.57	2.00	2.82	0.00	5.13	3.80	1.03	1.97	4.93	2.30	1.53	1.77	1.77	0.00	5.10	2.26	4.64	4.13
peak5329	40.13	33.70	29.99	38.13	33.41	22.54	23.74	2.77	7.69	4.49	10.05	11.35	17.76	4.03	14.79	10.61	20.41	22.72	287.50	2.46	25.82	32.21
peak18720	27.43	36.29	27.73	53.21	24.27	17.78	18.57	2.77	10.25	19.70	2.06	4.44	5.43	0.58	9.69	9.43	2.66	3.03	6.80	11.09	6.96	4.70
peak23633	9.53	17.57	18.39	17.36	15.14	13.27	14.10	0.92	3.08	10.37	1.55	5.43	2.96	1.15	4.08	12.38	4.44	6.82	8.51	1.44	4.79	6.84
peak7323	11.84	23.33	16.13	24.47	13.83	12.02	14.34	0.92	6.66	3.11	5.41	1.97	4.93	0.58	1.02	0.59	7.10	9.09	4.25	6.37	4.64	4.56
peak25036	1.44	1.15	5.38	1.42	3.65	3.51	4.23	1.84	1.03	0.00	0.52	0.99	2.47	0.58	0.00	0.00	0.00	1.51	0.85	0.41	1.86	1.00
peak22164	9.82	25.06	18.67	31.01	14.62	15.02	18.33	0.00	6.66	17.97	4.90	7.40	6.91	1.73	14.79	7.66	11.54	21.96	32.32	4.31	24.43	21.38
peak11791	2.02	9.79	4.24	12.23	10.44	17.78	12.93	2.31	11.79	18.67	1.29	4.44	2.47	0.00	8.67	6.48	1.77	5.30	5.95	1.23	4.33	1.71
peak7572	0.87	0.29	0.85	6.54	0.52	0.75	0.47	2.77	3.08	1.38	0.26	0.49	0.00	0.00	0.51	0.00	3.55	0.76	0.85	0.82	0.62	0.57
peak1926	8.95	5.18	12.17	5.12	2.61	3.26	6.35	0.92	1.03	0.69	2.32	0.49	0.49	0.00	1.02	2.95	0.00	3.03	8.51	4.72	7.42	10.97
peak4228	1.44	1.44	6.79	0.28	0.52	0.25	1.18	0.92	3.08	0.69	0.77	0.49	0.49	0.00	0.00	0.59	1.77	0.00	0.00	0.21	0.93	0.43
peak14509	4.62	3.74	5.66	5.69	5.22	6.26	2.82	0.00	1.03	0.00	1.03	2.96	0.99	0.58	0.51	1.18	0.00	0.00	0.00	0.82	0.62	0.71
peak12189	2.31	2.88	7.64	0.85	2.09	2.25	1.65	1.84	0.00	0.69	0.26	1.97	1.97	0.00	1.02	1.18	0.89	0.00	0.85	2.67	2.32	3.99
peak29850	12.41	14.69	8.77	22.76	16.18	15.27	13.40	1.84	2.56	8.99	2.83	1.97	7.89	2.88	10.20	6.48	23.07	14.39	143.75	1.03	12.68	14.11
peak14203	0.87	2.59	1.70	4.27	0.52	0.75	1.18	0.00	1.03	2.07	0.00	0.99	0.49	0.58	2.04	0.59	0.00	0.00	4.25	0.21	1.08	0.14
peak28058	0.00	2.88	1.98	6.26	0.78	1.00	1.41	0.00	0.00	3.11	0.52	0.99	0.49	0.58	1.02	0.00	0.00	0.00	1.70	0.00	0.46	0.57
peak20702	9.53	4.32	5.09	8.54	15.40	17.78	14.81	2.31	6.66	2.07	1.80	3.45	1.48	0.00	0.51	2.95	1.77	0.76	4.25	2.88	4.64	3.56
peak10760	25.40	8.93	22.92	11.67	32.62	26.54	34.08	0.92	10.76	2.42	10.57	12.83	10.36	0.58	20.91	20.04	41.71	47.71	97.82	8.42	30.30	18.38
peak3552	1.15	1.15	5.09	2.56	1.30	0.50	1.41	0.00	1.03	0.00	1.29	0.49	2.96	0.00	0.00	1.18	0.00	0.00	0.00	0.82	1.08	0.14
peak17787	26.85	22.76	26.88	24.75	88.74	80.38	78.74	2.77	6.15	13.13	10.57	12.33	20.22	1.73	23.98	27.11	46.15	126.46	155.66	8.42	24.89	29.07
peak6651	45.61	51.56	46.40	49.51	56.11	45.82	39.25	3.23	37.93	100.24	22.42	24.17	11.84	2.30	38.26	12.97	64.79	45.43	68.90	6.37	23.34	18.95
peak2843	2.02	40.04	15.28	58.61	0.78	18.28	7.76	0.00	38.95	23.50	1.03	19.24	4.93	0.58	29.08	10.02	3.55	16.66	6.80	1.23	12.83	4.13
peak19986	10.39	6.91	6.22	7.40	7.57	7.26	5.88	0.00	3.59	4.49	1.03	3.95	2.96	0.00	6.12	4.13	2.66	3.03	14.46	1.03	9.89	7.55
peak2231	4.04	15.55	24.61	24.75	1.04	3.00	5.64	0.00	1.54	12.10	0.77	4.44	2.96	0.58	2.55	2.36	1.77	3.03	5.10	4.31	5.10	3.56
peak13741	0.58	6.34	1.41	11.10	2.09	2.25	1.41	1.84	4.10	20.39	0.26	0.99	1.48	0.58	3.57	1.77	1.77	2.27	0.85	2.46	2.78	0.71
peak25627	5.49	14.40	7.92	19.35	22.97	28.29	26.33	3.23	3.59	10.37	3.09	7.40	4.44	2.30	18.36	24.75	2.66	1.51	11.06	2.26	3.86	7.84
peak24153	13.57	8.35	25.46	12.52	67.34	55.09	68.63	2.31	10.76	8.64	10.82	8.88	10.85	2.88	13.26	10.61	14.20	15.14	29.77	7.39	15.77	19.52
peak22361	129.91	127.61	150.23	157.35	78.30	92.90	84.62	4.61	50.23	60.83	20.36	63.14	50.31	5.18	116.31	84.87	92.30	53.01	299.40	26.09	268.22	253.82
peak23136	5.49	8.93	7.36	10.24	6.79	8.51	9.17	0.46	3.08	3.11	1.29	4.44	3.45	2.30	1.02	0.59	0.89	3.03	3.40	3.08	10.67	7.55
peak2030	0.58	4.61	1.13	7.11	0.78	0.00	1.18	0.00	1.03	3.46	1.03	1.97	0.49	1.15	1.02	0.59	0.00	0.00	2.55	0.41	2.01	1.57
peak1271	14.15	29.38	31.69	33.86	29.23	27.29	28.68	0.00	22.55	6.91	6.18	4.93	4.44	1.73	25.51	8.25	14.20	42.41	41.68	6.98	27.67	23.23
peak13539	2.02	2.02	5.38	2.85	1.04	1.25	1.18	0.00	3.08	0.00	0.77	0.99	1.48	0.00	0.51	0.00	0.89	0.76	0.00	1.44	2.01	1.57
peak11447	6.64	3.17	13.01	1.99	9.40	14.77	16.69	0.00	11.28	21.43	1.29	5.92	4.44	1.15	33.67	25.93	4.44	15.90	39.98	3.90	19.32	30.50
peak16392	3.18	3.74	2.26	8.54	2.35	2.50	2.59	0.00	3.08	0.69	1.29	2.96	0.49	0.58	0.00	0.59	0.00	0.00	0.00	1.64	1.39	0.71
peak14159	2.31	5.47	1.70	4.55	3.39	3.26	3.53	0.00	0.00	0.00	1.03	3.45	0.99	0.00	1.02	0.59	0.00	3.03	3.40	0.62	0.46	0.57
peak1941	25.12	21.60	33.10	30.16	3.13	3.51	3.06	1.38	2.05	2.42	0.52	3.45	0.99	0.00	7.65	2.95	0.89	11.36	10.21	6.16	8.19	10.12
peak9187	6.06	22.76	17.82	31.30	24.53	18.78	14.57	0.46	5.64	15.90	3.61	4.44	6.41	1.15	5.61	7.66	10.65	12.12	11.06	7.19	10.98	8.12
peak9793	6.35	2.30	2.55	3.13	1.04	0.50	0.71	0.00	2.05	3.11	1.29	1.48	1.97	0.00	0.51	0.59	0.00	0.76	0.00	4.11	3.09	2.28
peak10573	1.44	5.47	1.13	0.85	0.52	0.25	0.00	1.38	0.00	0.00	0.52	0.49	0.99	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.71
peak21983	25.69	16.13	26.03	16.50	37.32	33.80	31.03	1.84	7.18	7.26	10.05	8.88	8.39	1.15	7.65	8.84	11.54	10.60	26.37	4.31	17.62	14.68
peak5021	6.35	9.79	20.09	22.76	1.30	3.51	3.06	1.38	2.05	17.28	1.03	4.93	1.48	0.00	0.00	1.77	1.77	0.76	5.10	1.44	2.01	4.42
peak8691	12.41	10.37	23.77	17.64	14.35	16.78	18.57	0.92	2.05	6.91	3.35	8.39	2.96	6.33	10.20	6.48	36.39	23.47	39.98	2.88	11.13	6.70
peak28832	2.89	3.74	11.60	7.11	24.27	24.54	20.45	0.92	4.10	11.41	1.29	1.97	2.96	0.00	6.12	1.77	2.66	2.27	4.25	1.64	7.88	5.42
peak19329	6.93	4.03	7.64	1.42	4.18	4.51	7.05	0.00	1.03	1.38	1.03	1.48	1.48	0.58	0.51	2.95	3.55	3.79	0.85	0.82	1.70	1.00
peak24366	1.44	8.07	4.53	17.93	1.83	1.75	1.18	1.38	0.00	10.02	0.77	2.47	0.49	1.73	0.51	1.77	1.77	0.76	4.25	1.03	0.77	1.14
peak16110	49.08	26.21	32.54	36.14	58.20	53.33	57.59	1.38	13.84	22.12	16.24	19.73	16.77	6.33	47.44	30.06	77.21	173.41	169.27	17.87	54.26	43.61
peak1365	0.87	29.67	6.22	35.28	0.52	1.25	2.35	1.84	3.08	19.70	1.03	1.48	0.00	1.15	9.69	2.95	4.44	4.54	5.95	0.41	8.50	6.27
peak25440	22.81	32.26	18.67	31.58	192.61	129.20	145.96	4.61	14.86	10.02	26.80	26.14	17.26	1.73	17.85	7.07	110.94	157.51	182.02	13.76	29.22	27.93
peak903	1.15	4.03	3.40	4.55	0.78	0.50	2.59	0.92	2.56	1.73	0.52	0.49	0.99	0.00	2.55	0.59	2.66	5.30	3.40	0.82	3.86	2.99
peak2780	6.06	7.78	7.36	3.98	10.96	11.27	6.11	0.00	1.54	1.38	3.35	3.45	3.45	2.30	4.08	2.95	11.54	3.79	2.55	4.31	5.72	5.56
peak18736	17.90	75.18	19.52	85.08	10.96	9.01	6.82	3.23	4.10	16.59	1.03	3.95	1.48	2.88	4.59	1.18	5.32	11.36	3.40	2.05	7.42	6.27
peak23436	5.20	25.06	24.33	35.28	1.83	2.75	2.59	0.92	2.05	13.83	1.03	0.99	2.96	0.00	2.04	1.77	0.00	3.79	1.70	0.41	0.62	1.28
peak8988	40.42	4.61	8.20	4.27	80.13	49.58	56.65	0.00	5.13	0.00	16.75	6.91	9.37	0.58	10.20	8.84	48.81	47.71	48.48	4.72	15.77	14.82
peak27107	0.87	5.18	0.28	0.85	0.52	1.25	0.94	0.92	0.00	1.04	1.55	0.49	0.49	0.00	0.00	1.18	1.77	0.76	0.00	0.21	1.70	1.28
peak17590	6.06	4.61	7.36	8.82	3.13	4.01	4.47	0.00	7.18	4.84	2.06	0.99	0.99	1.73	5.61	10.61	2.66	6.82	4.25	2.46	2.32	2.57
peak18257	9.24	8.64	6.51	9.11	2.61	4.26	6.11	2.31	1.03	2.07	1.03	0.99	4.44	0.00	3.57	4.13	5.32	3.79	5.10	0.82	3.86	3.14
peak21492	7.51	8.64	3.11	11.67	7.05	5.51	2.82	0.00	3.08	1.04	3.87	3.45	1.48	3.45	4.59	1.18	15.09	17.42	10.21	4.31	9.28	8.12
peak10139	44.75	71.15	33.38	67.43	65.51	53.08	55.94	2.31	31.26	18.67	12.63	30.09	22.69	5.18	96.92	63.65	106.50	93.14	213.50	5.75	40.35	32.35
peak9417	7.79	5.76	13.01	5.12	7.05	5.26	5.41	3.23	3.59	1.73	2.32	2.47	3.45	1.15	3.06	2.36	10.65	3.79	13.61	2.05	2.47	5.56
peak13538	16.46	21.32	29.42	17.93	17.75	18.03	19.27	3.69	4.10	11.06	4.64	5.43	6.41	1.15	6.12	4.13	39.94	40.13	61.24	4.52	14.53	16.96
